INFO    | MainThread| SLAHelper| set_sla_lock ] --> SLA sate is locked? R: True
DEBUG   | T_AZ4   | Virtual | set_host_id ] --> Host id NODE6 defined for i-F0834357 t:regular, az:AZ4
INFO    | T_AZ4   | Chave   | place    ] --> Allocating i-F0834357 in NODE6 regular AZ4
INFO    | T_AZ4   | Chave   | avg_energy_h ] --> Media da ultima HORA: 877.641428571 WH at 1 h (3600 s)
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 3600 from START sec is 1207.64 WH
INFO    | T_AZ4   | Chave   | best_host ] --> Best host for i-FE144161-regular (vcpu:4) is NODE7 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ4   | Virtual | set_host_id ] --> Host id NODE7 defined for i-FE144161 t:regular, az:AZ4
INFO    | T_AZ4   | Chave   | place    ] --> Allocating i-FE144161 in NODE7 regular AZ4
INFO    | T_AZ4   | Physical| force_set_host_on ] --> NEW state: NODE7 turned on? True
INFO    | T_AZ4   | Chave   | avg_energy_h ] --> Media da ultima HORA: 1207.64 WH at 1 h (3600 s)
INFO    | T_AZ4   | Chave   | az_optimized_placement ] --> New max host on: 8 at 3319 sec
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 3600 from START sec is 1364.72 WH
INFO    | T_AZ4   | Chave   | best_host ] --> Best host for i-486140F1-regular (vcpu:4) is NODE7 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ4   | Virtual | set_host_id ] --> Host id NODE7 defined for i-486140F1 t:regular, az:AZ4
INFO    | T_AZ4   | Chave   | place    ] --> Allocating i-486140F1 in NODE7 regular AZ4
INFO    | T_AZ4   | Chave   | avg_energy_h ] --> Media da ultima HORA: 1364.72 WH at 1 h (3600 s)
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 3600 from START sec is 1380.16 WH
INFO    | T_AZ4   | Chave   | best_host ] --> Best host for i-CDCA4589-regular (vcpu:4) is NODE8 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ4   | Virtual | set_host_id ] --> Host id NODE8 defined for i-CDCA4589 t:regular, az:AZ4
INFO    | T_AZ4   | Chave   | place    ] --> Allocating i-CDCA4589 in NODE8 regular AZ4
INFO    | T_AZ4   | Physical| force_set_host_on ] --> NEW state: NODE8 turned on? True
INFO    | T_AZ4   | Chave   | avg_energy_h ] --> Media da ultima HORA: 1380.16 WH at 1 h (3600 s)
INFO    | T_AZ4   | Chave   | az_optimized_placement ] --> New max host on: 9 at 3320 sec
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 3600 from START sec is 1537.24 WH
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-3CD1084F-regular (vcpu:1) is NODE0 (cpu:10.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3CD1084F t:regular, az:AZ2
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-3CD1084F in NODE0 regular AZ2
INFO    | T_AZ2   | Chave   | avg_energy_h ] --> Media da ultima HORA: 103.415714286 WH at 1 h (3600 s)
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 3600 from START sec is 153.2 WH
INFO    | T_AZ6   | Chave   | best_host ] --> Best host for i-F5D44252-regular (vcpu:4) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ6   | Virtual | set_host_id ] --> Host id NODE0 defined for i-F5D44252 t:regular, az:AZ6
INFO    | T_AZ6   | Chave   | place    ] --> Allocating i-F5D44252 in NODE0 regular AZ6
INFO    | T_AZ6   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 3780 from START sec is 157.08 WH
INFO    | T_AZ1   | Physical| set_host_off ] --> NEW state in AZ1: NODE0 turned on? False
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-5521424F NODE0 from AZ1 None typ: regular
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 3960 from DEFAULT sec is 0 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-E6EE3FCB NODE4 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1521.8 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-8C814313 NODE1 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1506.36 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE1 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-261C3FE2 NODE1 from AZ4 lc1_AZ4_i-261C3FE2 typ: critical
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1349.28 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-261C3FE2 NODE0 from AZ5 lc1_AZ4_i-261C3FE2 typ: replica
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from replica sec is 157.08 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-C11E42E0 NODE3 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1333.84 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-ABEE41D5 NODE2 from AZ4 lc1_AZ4_i-ABEE41D5 typ: critical
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1318.4 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ5: NODE0 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-ABEE41D5 NODE0 from AZ5 lc1_AZ4_i-ABEE41D5 typ: replica
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from replica sec is 0 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE2 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-C10A3ED2 NODE2 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1161.32 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-0B284069 NODE0 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 1145.88 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE3 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-D1594203 NODE3 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 4140 from DEFAULT sec is 988.8 WH
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-3FC3072C-regular (vcpu:1) is NODE0 (cpu:9.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3FC3072C t:regular, az:AZ2
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-3FC3072C in NODE0 regular AZ2
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 4260 from START sec is 157.08 WH
INFO    | T_AZ5   | Chave   | best_host ] --> Best host for i-D1EA44ED-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ5   | Virtual | set_host_id ] --> Host id NODE0 defined for i-D1EA44ED t:regular, az:AZ5
INFO    | T_AZ5   | Chave   | place    ] --> Allocating i-D1EA44ED in NODE0 regular AZ5
INFO    | T_AZ5   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 4440 from START sec is 147.1 WH
INFO    | T_AZ6   | Physical| set_host_off ] --> NEW state in AZ6: NODE0 turned on? False
INFO    | T_AZ6   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-F5D44252 NODE0 from AZ6 None typ: regular
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 4620 from DEFAULT sec is 0 WH
INFO    | T_AZ6   | Chave   | best_host ] --> Best host for i-38CA4055-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ6   | Virtual | set_host_id ] --> Host id NODE0 defined for i-38CA4055 t:regular, az:AZ6
INFO    | T_AZ6   | Chave   | place    ] --> Allocating i-38CA4055 in NODE0 regular AZ6
INFO    | T_AZ6   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 4800 from START sec is 147.1 WH
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-6A01454E-regular (vcpu:2) is NODE0 (cpu:24.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-6A01454E t:regular, az:AZ1
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-6A01454E in NODE0 regular AZ1
INFO    | T_AZ1   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 4863 from START sec is 147.1 WH
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-3447420E-regular (vcpu:1) is NODE0 (cpu:22.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3447420E t:regular, az:AZ1
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-3447420E in NODE0 regular AZ1
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 4920 from START sec is 153.2 WH
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3447420E NODE0 from AZ1 None typ: regular
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 5040 from DEFAULT sec is 147.1 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE0 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-E0A63BDD NODE0 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5100 from DEFAULT sec is 831.72 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-53FF4310 NODE5 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5100 from DEFAULT sec is 816.28 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE5 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-956A3CDB NODE5 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5100 from DEFAULT sec is 659.2 WH
INFO    | T_AZ5   | Physical| set_host_off ] --> NEW state in AZ5: NODE0 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-F0834357 NODE6 from AZ4 None typ: regular
INFO    | T_AZ5   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-D1EA44ED NODE0 from AZ5 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5220 from DEFAULT sec is 643.76 WH
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 5220 from DEFAULT sec is 0 WH
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-FE144161 NODE7 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5280 from DEFAULT sec is 628.32 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE7 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-486140F1 NODE7 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5280 from DEFAULT sec is 471.24 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE6 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-B3B2408C NODE6 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5280 from DEFAULT sec is 314.16 WH
INFO    | T_AZ4   | Physical| set_host_off ] --> NEW state in AZ4: NODE8 turned on? False
INFO    | T_AZ4   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-CDCA4589 NODE8 from AZ4 None typ: regular
DEBUG   | T_AZ4   | Chave   | measure_energy ] --> Energy at 5280 from DEFAULT sec is 157.08 WH
INFO    | T_AZ6   | Physical| set_host_off ] --> NEW state in AZ6: NODE0 turned on? False
INFO    | T_AZ6   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-38CA4055 NODE0 from AZ6 None typ: regular
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 5400 from DEFAULT sec is 0 WH
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-44760829-regular (vcpu:1) is NODE0 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-44760829 t:regular, az:AZ2
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-44760829 in NODE0 regular AZ2
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 5700 from START sec is 161.58 WH
INFO    | T_AZ1   | Physical| set_host_off ] --> NEW state in AZ1: NODE0 turned on? False
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-6A01454E NODE0 from AZ1 None typ: regular
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 5940 from DEFAULT sec is 0 WH
INFO    | T_AZ5   | Chave   | best_host ] --> Best host for i-7EBF44E7-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ5   | Virtual | set_host_id ] --> Host id NODE0 defined for i-7EBF44E7 t:regular, az:AZ5
INFO    | T_AZ5   | Chave   | place    ] --> Allocating i-7EBF44E7 in NODE0 regular AZ5
INFO    | T_AZ5   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 6180 from START sec is 147.1 WH
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-47CB0883-critical (vcpu:1) is NODE0 (cpu:7.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ2   | Chave   | require_replica ] --> i-47CB0883-critical require replication! AZ2=?AZ2
INFO    | T_AZ2   | Chave   | replicate_vm ] --> Pool lc0_AZ2_i-47CB0883 created for replication
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ1 has 0.0% hosts actives
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ3 has 14.2857142857% hosts actives
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-47CB0883 t:critical, az:AZ2
INFO    | T_lc0   | Chave   | choose_az_for_vm_replica ] --> VM i-47CB0883 (from AZ2) will be replicated for AZ3
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-47CB0883 in NODE0 critical AZ2
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 6600 from START sec is 166.61 WH
INFO    | T_AZ6   | Chave   | best_host ] --> Best host for i-0D943F1D-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ6   | Virtual | set_host_id ] --> Host id NODE0 defined for i-0D943F1D t:regular, az:AZ6
INFO    | T_AZ6   | Chave   | place    ] --> Allocating i-0D943F1D in NODE0 regular AZ6
INFO    | T_AZ6   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 6660 from START sec is 147.1 WH
INFO    | T_AZ3   | Chave   | best_host ] --> Best host for i-59673D29-regular (vcpu:1) is NODE0 (cpu:7.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ3   | Virtual | set_host_id ] --> Host id NODE0 defined for i-59673D29 t:regular, az:AZ3
INFO    | T_AZ3   | Chave   | place    ] --> Allocating i-59673D29 in NODE0 regular AZ3
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 6720 from START sec is 147.1 WH
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-3E704225-critical (vcpu:2) is NODE0 (cpu:24.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ1   | Chave   | require_replica ] --> i-3E704225-critical require replication! AZ1=?AZ1
INFO    | T_AZ1   | Chave   | replicate_vm ] --> Pool lc0_AZ1_i-3E704225 created for replication
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3E704225 t:critical, az:AZ1
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-3E704225 in NODE0 critical AZ1
INFO    | T_AZ1   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 6780 from START sec is 147.1 WH
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-A3994159-regular (vcpu:1) is NODE0 (cpu:22.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-A3994159 t:regular, az:AZ1
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-A3994159 in NODE0 regular AZ1
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 6840 from START sec is 153.2 WH
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-A3994159 NODE0 from AZ1 None typ: regular
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 6900 from DEFAULT sec is 147.1 WH
INFO    | T_lc0   | Chave   | best_host ] --> Best host for i-47CB0883-replica (vcpu:1) is NODE0 (cpu:6.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_lc0   | Virtual | set_host_id ] --> Host id NODE0 defined for i-47CB0883 t:replica, az:AZ2
INFO    | T_lc0   | Chave   | place    ] --> Allocating i-47CB0883 in NODE0 replica AZ3
INFO    | T_lc0   | Chave   | region_replication ] --> Allocating REPLICA i-47CB0883 on AZ3
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ2 has 14.2857142857% hosts actives
INFO    | T_AZ5   | Physical| set_host_off ] --> NEW state in AZ5: NODE0 turned on? False
INFO    | T_AZ6   | Physical| set_host_off ] --> NEW state in AZ6: NODE0 turned on? False
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ3 has 14.2857142857% hosts actives
INFO    | T_lc0   | Chave   | choose_az_for_vm_replica ] --> VM i-3E704225 (from AZ1) will be replicated for AZ2
INFO    | T_AZ6   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-0D943F1D NODE0 from AZ6 None typ: regular
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 7140 from DEFAULT sec is 0 WH
INFO    | T_lc0   | Chave   | best_host ] --> Best host for i-3E704225-replica (vcpu:2) is NODE0 (cpu:6.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ5   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-7EBF44E7 NODE0 from AZ5 None typ: regular
DEBUG   | T_lc0   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3E704225 t:replica, az:AZ1
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 7200 from DEFAULT sec is 0 WH
INFO    | T_lc0   | Chave   | place    ] --> Allocating i-3E704225 in NODE0 replica AZ2
INFO    | T_lc0   | Chave   | region_replication ] --> Allocating REPLICA i-3E704225 on AZ2
DEBUG   | T_gvt   | Chave   | gvt      ] --> GVT s:7200, h:2
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-52AF08F8-regular (vcpu:1) is NODE0 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-52AF08F8 t:regular, az:AZ2
INFO    | T_AZ2   | Chave   | place    ] --> Allocating i-52AF08F8 in NODE0 regular AZ2
INFO    | T_AZ2   | Chave   | avg_energy_h ] --> Media da ultima HORA: 159.6175 WH at 2 h (7200 s)
DEBUG   | T_AZ2   | Chave   | measure_energy ] --> Energy at 7200 from START sec is 175.2 WH
INFO    | T_AZ3   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-59673D29 NODE0 from AZ3 None typ: regular
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 7260 from DEFAULT sec is 147.1 WH
INFO    | T_AZ1   | Physical| set_host_off ] --> NEW state in AZ1: NODE0 turned on? False
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3E704225 NODE0 from AZ1 lc0_AZ1_i-3E704225 typ: critical
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 7740 from DEFAULT sec is 0 WH
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-3E704225 NODE0 from AZ2 lc0_AZ1_i-3E704225 typ: replica
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 7740 from replica sec is 168.99 WH
INFO    | T_AZ5   | Chave   | best_host ] --> Best host for i-53214187-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ5   | Virtual | set_host_id ] --> Host id NODE0 defined for i-53214187 t:regular, az:AZ5
INFO    | T_AZ5   | Chave   | place    ] --> Allocating i-53214187 in NODE0 regular AZ5
INFO    | T_AZ5   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 7980 from START sec is 147.1 WH
INFO    | T_AZ6   | Chave   | best_host ] --> Best host for i-DD84430B-critical (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ6   | Chave   | require_replica ] --> i-DD84430B-critical require replication! AZ6=?AZ6
INFO    | T_AZ6   | Chave   | replicate_vm ] --> Pool lc1_AZ6_i-DD84430B created for replication
DEBUG   | T_AZ6   | Virtual | set_host_id ] --> Host id NODE0 defined for i-DD84430B t:critical, az:AZ6
INFO    | T_AZ6   | Chave   | place    ] --> Allocating i-DD84430B in NODE0 critical AZ6
INFO    | T_lc1   | DistInfra| get_hosts_density ] --> AZ AZ4 has 8.33333333333% hosts actives
INFO    | T_AZ6   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
INFO    | T_AZ3   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-DE9842F4 NODE0 from AZ3 None typ: regular
INFO    | T_lc1   | DistInfra| get_hosts_density ] --> AZ AZ5 has 3.22580645161% hosts actives
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 8640 from START sec is 147.1 WH
INFO    | T_AZ5   | Physical| set_host_off ] --> NEW state in AZ5: NODE0 turned on? False
INFO    | T_AZ5   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-53214187 NODE0 from AZ5 None typ: regular
DEBUG   | T_AZ3   | Chave   | measure_energy ] --> Energy at 8640 from DEFAULT sec is 139.91 WH
INFO    | T_lc1   | Chave   | choose_az_for_vm_replica ] --> VM i-DD84430B (from AZ6) will be replicated for AZ4
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-367C4239-regular (vcpu:2) is NODE0 (cpu:24.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 8700 from DEFAULT sec is 0 WH
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-367C4239 t:regular, az:AZ1
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-367C4239 in NODE0 regular AZ1
INFO    | T_AZ6   | Physical| set_host_off ] --> NEW state in AZ6: NODE0 turned on? False
INFO    | T_AZ1   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
INFO    | T_AZ6   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-DD84430B NODE0 from AZ6 lc1_AZ6_i-DD84430B typ: critical
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 8940 from START sec is 147.1 WH
DEBUG   | T_AZ6   | Chave   | measure_energy ] --> Energy at 8940 from DEFAULT sec is 0 WH
INFO    | T_AZ1   | Chave   | best_host ] --> Best host for i-BED34065-critical (vcpu:1) is NODE0 (cpu:22.0). ovbCount:0, tax:0 hasOvb? False.
INFO    | T_AZ1   | Chave   | require_replica ] --> i-BED34065-critical require replication! AZ1=?AZ1
INFO    | T_AZ1   | Chave   | replicate_vm ] --> Pool lc0_AZ1_i-BED34065 created for replication
DEBUG   | T_AZ1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-BED34065 t:critical, az:AZ1
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ2 has 14.2857142857% hosts actives
INFO    | T_AZ1   | Chave   | place    ] --> Allocating i-BED34065 in NODE0 critical AZ1
INFO    | T_lc0   | DistInfra| get_hosts_density ] --> AZ AZ3 has 14.2857142857% hosts actives
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 9060 from START sec is 153.2 WH
INFO    | T_lc0   | Chave   | choose_az_for_vm_replica ] --> VM i-BED34065 (from AZ1) will be replicated for AZ2
INFO    | T_AZ1   | DistInfra| deallocate_on_host ] --> Deallocated SUCESS! i-BED34065 NODE0 from AZ1 lc0_AZ1_i-BED34065 typ: critical
INFO    | T_lc1   | Chave   | best_host ] --> Best host for i-DD84430B-replica (vcpu:2) is NODE0 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ1   | Chave   | measure_energy ] --> Energy at 9120 from DEFAULT sec is 147.1 WH
DEBUG   | T_lc1   | Virtual | set_host_id ] --> Host id NODE0 defined for i-DD84430B t:replica, az:AZ6
INFO    | T_lc1   | Chave   | place    ] --> Allocating i-DD84430B in NODE0 replica AZ4
INFO    | T_lc1   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
INFO    | T_lc1   | Chave   | region_replication ] --> Allocating REPLICA i-DD84430B on AZ4
INFO    | T_AZ5   | Chave   | best_host ] --> Best host for i-CA7A42D9-regular (vcpu:4) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ5   | Virtual | set_host_id ] --> Host id NODE0 defined for i-CA7A42D9 t:regular, az:AZ5
INFO    | T_AZ5   | Chave   | place    ] --> Allocating i-CA7A42D9 in NODE0 regular AZ5
INFO    | T_AZ5   | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
DEBUG   | T_AZ5   | Chave   | measure_energy ] --> Energy at 9180 from START sec is 157.08 WH
INFO    | T_AZ2   | Chave   | best_host ] --> Best host for i-55E109F1-regular (vcpu:1) is NODE0 (cpu:5.0). ovbCount:0, tax:0 hasOvb? False.
DEBUG   | T_AZ2   | Virtual | set_host_id ] --> Host id NODE0 defined for i-55E109F1 t:regular, az:AZ2
